year,month,day,hour,power
2012,2,5,13,887469.0
2012,2,5,14,862225.0
2012,2,5,15,870131.0
2012,2,5,16,863689.0
2012,2,5,17,874851.0
2012,2,5,18,880240.0
2012,2,5,19,948937.0
2012,2,5,20,969225.0
2012,2,5,21,942123.0
2012,2,5,22,904238.0
2012,2,5,23,812626.0
2012,2,6,00,673096.0
2012,2,6,1,540722.0
2012,2,6,2,448831.0
2012,2,6,3,430408.0
2012,2,6,4,406023.0
2012,2,6,5,397525.0
2012,2,6,6,421466.0
2012,2,6,7,484265.0
2012,2,6,8,575337.0
2012,2,6,9,624418.0
2012,2,6,10,761472.0
2012,2,6,11,838060.0
2012,2,6,12,872377.0
2012,2,6,13,879087.0
2012,2,6,14,909535.0
2012,2,6,15,921178.0
2012,2,6,16,915342.0
2012,2,6,17,928428.0
2012,2,6,18,930655.0
2012,2,6,19,10307.0
2012,2,6,20,1024510.0
2012,2,6,21,959148.0
2012,2,6,22,924614.0
2012,2,6,23,846606.0
2012,2,7,00,697036.0
2012,2,7,1,547029.0
2012,2,7,2,451162.0
2012,2,7,3,4361.0
2012,2,7,4,408481.0
2012,2,7,5,4291.0
2012,2,7,6,428482.0
2012,2,7,7,494106.0
2012,2,7,8,593069.0
2012,2,7,9,640151.0
2012,2,7,10,766425.0
2012,2,7,11,845443.0
2012,2,7,12,863190.0
2012,2,7,13,879450.0
2012,2,7,14,908530.0
2012,2,7,15,914082.0
2012,2,7,16,919794.0
2012,2,7,17,924315.0
2012,2,7,18,939573.0
2012,2,7,19,996768.0
2012,2,7,20,1015339.0
2012,2,7,21,998267.0
2012,2,7,22,951059.0
2012,2,7,23,865091.0
2012,2,8,00,726311.0
2012,2,8,1,547082.0
2012,2,8,2,433123.0
2012,2,8,3,423455.0
2012,2,8,4,401988.0
2012,2,8,5,399499.0
2012,2,8,6,412646.0
2012,2,8,7,479026.0
2012,2,8,8,576519.0
2012,2,8,9,627484.0
2012,2,8,10,761517.0
2012,2,8,11,838884.0
2012,2,8,12,855309.0
2012,2,8,13,879338.0
2012,2,8,14,9543.0
2012,2,8,15,911022.0
2012,2,8,16,896674.0
2012,2,8,17,907038.0
2012,2,8,18,932207.0
2012,2,8,19,985167.0
2012,2,8,20,19485.0
2012,2,8,21,990867.0
2012,2,8,22,935944.0
2012,2,8,23,862598.0
2012,2,9,00,698570.0
2012,2,9,1,528156.0
2012,2,9,2,430855.0
2012,2,9,3,409429.0
2012,2,9,4,389373.0
2012,2,9,5,384685.0
2012,2,9,6,414466.0
2012,2,9,7,478783.0
2012,2,9,8,578220.0
2012,2,9,9,628114.0
2012,2,9,10,749454.0
2012,2,9,11,832219.0
2012,2,9,12,861599.0
2012,2,9,13,873971.0
2012,2,9,14,906306.0
2012,2,9,15,899372.0
2012,2,9,16,899231.0
2012,2,9,17,910797.0
2012,2,9,18,933284.0
2012,2,9,19,987601.0
2012,2,9,20,15408.0
2012,2,9,21,991257.0
2012,2,9,22,948138.0
2012,2,9,23,866469.0
2012,2,10,00,714646.0
2012,2,10,1,541491.0
2012,2,10,2,443422.0
2012,2,10,3,419398.0
2012,2,10,4,401228.0
2012,2,10,5,396225.0
2012,2,10,6,418263.0
2012,2,10,7,480989.0
2012,2,10,8,5871.0
2012,2,10,9,627639.0
2012,2,10,10,770748.0
2012,2,10,11,843093.0
2012,2,10,12,877485.0
2012,2,10,13,9031.0
2012,2,10,14,917075.0
2012,2,10,15,902893.0
2012,2,10,16,930160.0
2012,2,10,17,928305.0
2012,2,10,18,964317.0
2012,2,10,19,989528.0
2012,2,10,20,1031170.0
2012,2,10,21,984933.0
2012,2,10,22,930278.0
2012,2,10,23,871404.0
2012,2,11,00,744183.0
2012,2,11,1,567623.0
2012,2,11,2,475775.0
2012,2,11,3,448011.0
2012,2,11,4,405062.0
2012,2,11,5,383184.0
2012,2,11,6,404385.0
